benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
geomlama,country_first,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.475,0.3833333333,0.09166666667,1,1,120,120,0,0.008333333333,0.4916666667,0.5916666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/country_first/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/country_first/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/country_first/maple_1b_chat/seed_41/geomlama
geomlama,figure9_1b,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4833333333,0.425,0.05833333333,1,1,120,120,0,0,0.5,0.5416666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/figure9_1b/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/figure9_1b/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/figure9_1b/maple_1b_chat/seed_41/geomlama
geomlama,figure9_3b,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4,0.4583333333,-0.05833333333,0,1,120,120,0,0,0.5333333333,0.5083333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/figure9_3b/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/figure9_3b/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/figure9_3b/maple_1b_chat/seed_41/geomlama
geomlama,legacy_a025,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4666666667,0.35,0.1166666667,1,1,120,120,0,0.008333333333,0.5416666667,0.5583333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/legacy_a025/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/legacy_a025/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/legacy_a025/maple_1b_chat/seed_41/geomlama
geomlama,legacy_pair,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4666666667,0.3916666667,0.075,1,1,120,120,0,0.008333333333,0.525,0.6083333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/legacy_pair/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/legacy_pair/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/legacy_pair/maple_1b_chat/seed_41/geomlama
geomlama,letter_country_first,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3916666667,0.4,-0.008333333333,0,1,120,120,0,0,1,0.9916666667,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/letter_country_first/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/letter_country_first/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/letter_country_first/maple_1b_chat/seed_41/geomlama
geomlama,letter_legacy,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3916666667,0.3916666667,0,0,1,120,120,0,0,1,1,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/letter_legacy/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/letter_legacy/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/letter_legacy/maple_1b_chat/seed_41/geomlama
geomlama,plain_grounded,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4833333333,0.3916666667,0.09166666667,1,1,120,120,0,0,0.6,0.65,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/plain_grounded/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/plain_grounded/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/plain_grounded/maple_1b_chat/seed_41/geomlama
geomlama,sft_1b_lnqa,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.45,0.4083333333,0.04166666667,1,1,120,120,0,0,0.625,0.575,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/sft_1b_lnqa/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/sft_1b_lnqa/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/sft_1b_lnqa/maple_1b_chat/seed_41/geomlama
geomlama,sft_3b_lnqa,maple_1b_chat,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4,0.4583333333,-0.05833333333,0,1,120,120,0,0,0.5333333333,0.5083333333,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_probes_maple_chat_seed41_120/geomlama/sft_3b_lnqa/maple_1b_chat/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/sft_3b_lnqa/maple_1b_chat/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_probes_maple_chat_seed41_120/geomlama/sft_3b_lnqa/maple_1b_chat/seed_41/geomlama
