question_key,continent,country,n,emd,correct_answers,predicted_answers
Q1,Africa,Kenya,5,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q1,Africa,Nigeria,3,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
Q1,America,Canada,12,0.1111111111111111,"[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q1,America,United States,1,0.0,[0.0],[0.0]
Q1,Asia,Bangladesh,2,0.16666666666666666,"[0.0, 0.0]","[0.0, 0.3333333333333333]"
Q1,Asia,Hong Kong,1,0.0,[0.0],[0.0]
Q1,Asia,Malaysia,1,0.0,[0.0],[0.0]
Q1,Asia,Pakistan,1,0.0,[0.0],[0.0]
Q1,Asia,Philippines,1,0.0,[0.0],[0.0]
Q1,Europe,United Kingdom,6,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q106,Africa,Kenya,3,0.25925925925925924,"[0.1111111111111111, 0.5555555555555556, 0.7777777777777778]","[0.8888888888888888, 0.3333333333333333, 1.0]"
Q106,Africa,Nigeria,3,0.2592592592592593,"[0.4444444444444444, 1.0, 0.3333333333333333]","[1.0, 0.5555555555555556, 1.0]"
Q106,America,Canada,13,0.26495726495726496,"[0.4444444444444444, 1.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.7777777777777778, 0.0, 0.2222222222222222, 0.0, 0.1111111111111111, 0.1111111111111111, 1.0, 0.7777777777777778]","[0.3333333333333333, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]"
Q106,America,United States,5,0.28888888888888886,"[0.0, 1.0, 0.4444444444444444, 0.4444444444444444, 0.5555555555555556]","[0.0, 0.0, 1.0, 0.0, 0.0]"
Q106,Asia,Bangladesh,4,0.1388888888888889,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.5555555555555556, 0.0]"
Q106,Asia,Hong Kong,3,0.40740740740740744,"[0.7777777777777778, 0.5555555555555556, 0.2222222222222222]","[0.7777777777777778, 1.0, 1.0]"
Q106,Asia,Malaysia,1,0.11111111111111116,[0.8888888888888888],[1.0]
Q106,Asia,Pakistan,2,0.38888888888888884,"[0.0, 1.0]","[0.5555555555555556, 0.3333333333333333]"
Q106,Asia,Philippines,2,0.6666666666666667,"[1.0, 1.0]","[0.3333333333333333, 0.3333333333333333]"
Q106,Europe,United Kingdom,6,0.05555555555555556,"[0.3333333333333333, 0.0, 0.4444444444444444, 1.0, 0.8888888888888888, 1.0]","[0.8888888888888888, 1.0, 0.3333333333333333, 0.5555555555555556, 0.7777777777777778, 0.0]"
Q107,Africa,Kenya,5,0.08888888888888889,"[0.0, 0.2222222222222222, 0.0, 0.1111111111111111, 1.0]","[0.5555555555555556, 0.0, 0.0, 0.0, 1.0]"
Q107,Africa,Nigeria,6,0.22222222222222224,"[0.0, 1.0, 0.8888888888888888, 0.6666666666666666, 0.2222222222222222, 0.7777777777777778]","[0.0, 1.0, 0.3333333333333333, 1.0, 0.1111111111111111, 0.0]"
Q107,America,Canada,9,0.3580246913580247,"[0.6666666666666666, 0.5555555555555556, 0.0, 0.7777777777777778, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.0]"
Q107,America,United States,4,0.16666666666666669,"[0.6666666666666666, 0.0, 0.0, 0.2222222222222222]","[0.1111111111111111, 0.0, 0.1111111111111111, 0.0]"
Q107,Asia,Bangladesh,2,0.05555555555555555,"[0.0, 0.1111111111111111]","[0.1111111111111111, 0.1111111111111111]"
Q107,Asia,Hong Kong,1,0.4444444444444444,[0.4444444444444444],[0.0]
Q107,Asia,Malaysia,1,0.7777777777777778,[0.7777777777777778],[0.0]
Q107,Asia,Pakistan,1,0.11111111111111105,[0.7777777777777778],[0.8888888888888888]
Q107,Asia,Philippines,1,0.1111111111111111,[0.2222222222222222],[0.3333333333333333]
Q107,Europe,United Kingdom,6,0.3148148148148148,"[0.3333333333333333, 0.5555555555555556, 0.7777777777777778, 0.5555555555555556, 0.2222222222222222, 0.4444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666]"
Q108,Africa,Kenya,5,0.24444444444444446,"[0.7777777777777778, 0.0, 1.0, 0.4444444444444444, 0.0]","[0.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666]"
Q108,Africa,Nigeria,2,0.16666666666666666,"[0.0, 0.0]","[0.3333333333333333, 0.0]"
