benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
geomlama,figure9_1b,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3933333333,0.24,0.1533333333,1,1,150,150,0,0.006666666667,0.3533333333,0.4,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/maple_1b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/maple_1b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/maple_1b/seed_41/geomlama
geomlama,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3466666667,0.3333333333,0.01333333333,1,1,150,150,0.01333333333,0.006666666667,0.8066666667,0.56,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/letter_legacy/maple_3b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/letter_legacy/maple_3b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/letter_legacy/maple_3b/seed_41/geomlama
geomlama,figure9_1b,llama32_1b,seed_41,I+ vs I-,accuracy,higher_is_better,llama3_chat_with_metadata,llama3_chat_without_metadata,0.2133333333,0.2333333333,-0.02,0,1,150,150,0.006666666667,0,0.3066666667,0.3333333333,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/llama32_1b/seed_41/geomlama/geomlama_llama3_chat_with_metadata.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/llama32_1b/seed_41/geomlama/geomlama_llama3_chat_without_metadata.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/llama32_1b/seed_41/geomlama
globalopinionqa,letter_country_first,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.261703163,0.2493430657,0.01236009732,1,1,10275,10275,0,0.0002919708029,0.6063260341,0.8437956204,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_country_first/maple_1b/seed_41/globalopinionqa/globalopinionqa_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_country_first/maple_1b/seed_41/globalopinionqa/globalopinionqa_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_country_first/maple_1b/seed_41/globalopinionqa
globalopinionqa,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2545012165,0.2494403893,0.005060827251,1,1,10275,10275,0.002725060827,0.001362530414,0.5884184915,0.4729927007,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_legacy/maple_3b/seed_41/globalopinionqa/globalopinionqa_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_legacy/maple_3b/seed_41/globalopinionqa/globalopinionqa_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_legacy/maple_3b/seed_41/globalopinionqa
globalopinionqa,figure9_3b,llama32_1b,seed_41,I+ vs I-,accuracy,higher_is_better,llama3_chat_with_metadata,llama3_chat_without_metadata,0.2364963504,0.2415571776,-0.005060827251,0,1,10275,10275,0.002433090024,0.002822384428,0.3225304136,0.3109489051,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/figure9_3b/llama32_1b/seed_41/globalopinionqa/globalopinionqa_llama3_chat_with_metadata.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/figure9_3b/llama32_1b/seed_41/globalopinionqa/globalopinionqa_llama3_chat_without_metadata.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/figure9_3b/llama32_1b/seed_41/globalopinionqa
worldvaluebench,figure9_3b,maple_1b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3580627953,0.3500609663,-0.008001828989,0,1,1458,1458,0.01165980796,0,0.2585733882,0.2489711934,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/figure9_3b/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/figure9_3b/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/figure9_3b/maple_1b/seed_41/worldvaluebench
worldvaluebench,letter_country_first,maple_1b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2809594574,0.2814548087,0.0004953513184,1,1,1458,1458,0,0,0.6063100137,0.6721536351,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench
worldvaluebench,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2699474166,0.2748056699,0.004858253315,1,1,1458,1458,0.002057613169,0.002057613169,0.9814814815,0.9533607682,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_legacy/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_legacy/maple_3b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_legacy/maple_3b/seed_41/worldvaluebench
worldvaluebench,figure9_3b,llama32_1b,seed_41,I+ vs I-,overall_emd,lower_is_better,llama3_chat_with_metadata,llama3_chat_without_metadata,0.3846021948,0.446978357,0.06237616217,1,1,1458,1458,0,0,0.1858710562,0.1995884774,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,PreTrainedTokenizerFast,PreTrainedTokenizerFast,128000,128000,,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/figure9_3b/llama32_1b/seed_41/worldvaluebench/worldvaluebench_llama3_chat_with_metadata.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/figure9_3b/llama32_1b/seed_41/worldvaluebench/worldvaluebench_llama3_chat_without_metadata.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/figure9_3b/llama32_1b/seed_41/worldvaluebench
