family,series,split,accuracy,ci_low,ci_high,seed,total,source
1B,1B T+/I+,Overall,0.3185026737967914,0.31170989304812835,0.325081550802139,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl
1B,1B T+/I+,Explicit,0.3368235294117647,0.3297058823529412,0.3441191176470588,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl
1B,1B T+/I+,Ambiguous,0.13529411764705881,0.11941176470588236,0.15176470588235294,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl
1B,1B T+/I-,Overall,0.3125133689839572,0.3059358288770053,0.31925133689839574,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tplus_eminus_seed41_c0.jsonl
1B,1B T+/I-,Explicit,0.33141176470588235,0.32441029411764705,0.3383529411764706,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tplus_eminus_seed41_c0.jsonl
1B,1B T+/I-,Ambiguous,0.12352941176470589,0.10823529411764705,0.14,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tplus_eminus_seed41_c0.jsonl
1B,1B T-/I+,Overall,0.307379679144385,0.300855614973262,0.3139572192513369,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tminus_eplus_seed41_c0.jsonl
1B,1B T-/I+,Explicit,0.3277058823529412,0.3207058823529412,0.3347058823529412,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tminus_eplus_seed41_c0.jsonl
1B,1B T-/I+,Ambiguous,0.10411764705882352,0.09,0.1188235294117647,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tminus_eplus_seed41_c0.jsonl
1B,1B T-/I-,Overall,0.30459893048128345,0.2979131016042781,0.31128342245989304,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl
1B,1B T-/I-,Explicit,0.32823529411764707,0.32129411764705884,0.3355294117647059,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl
1B,1B T-/I-,Ambiguous,0.06823529411764706,0.05647058823529412,0.08058823529411764,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl
3B,3B T+/I+,Overall,0.3442780748663102,0.3375935828877005,0.3509625668449198,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tplus_eplus_seed41_c0.jsonl
3B,3B T+/I+,Explicit,0.35041176470588237,0.343175,0.3575294117647059,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tplus_eplus_seed41_c0.jsonl
3B,3B T+/I+,Ambiguous,0.28294117647058825,0.26235294117647057,0.30411764705882355,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tplus_eplus_seed41_c0.jsonl
3B,3B T+/I-,Overall,0.31219251336898396,0.3055614973262032,0.3189839572192513,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tplus_eminus_seed41_c0.jsonl
3B,3B T+/I-,Explicit,0.31858823529411767,0.3118220588235294,0.32594117647058823,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tplus_eminus_seed41_c0.jsonl
3B,3B T+/I-,Ambiguous,0.24823529411764705,0.22764705882352942,0.26941176470588235,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tplus_eminus_seed41_c0.jsonl
3B,3B T-/I+,Overall,0.32780748663101605,0.3210695187165775,0.33427807486631017,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tminus_eplus_seed41_c0.jsonl
3B,3B T-/I+,Explicit,0.3351764705882353,0.328,0.3421764705882353,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tminus_eplus_seed41_c0.jsonl
3B,3B T-/I+,Ambiguous,0.2541176470588235,0.23294117647058823,0.2752941176470588,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_3b_tminus_eplus_seed41_c0.jsonl
3B,3B T-/I-,Overall,0.31636363636363635,0.309572192513369,0.32288770053475935,41,18700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tminus_eminus_seed41_c0.jsonl
3B,3B T-/I-,Explicit,0.32894117647058824,0.3221764705882353,0.3357073529411765,41,17000,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tminus_eminus_seed41_c0.jsonl
3B,3B T-/I-,Ambiguous,0.19058823529411764,0.1723529411764706,0.20941176470588235,41,1700,/path/to/metacul/results/localnewsqa_gold_20260516/pretrained_target/3b_name_grounded_final_answer_colon_qanswer_nolabel_qmask_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_3b_tminus_eminus_seed41_c0.jsonl
